,0,1,2,3,4,5,6,7,8,9,10,11,subj,g
5,0.0,0.0,0.0,0.0,0.0,0.0039283749021332345,0.012312698704380653,0.024452817270743728,0.039317964580506126,0.05598282908819077,0.07373700913563053,0.07373700913563053,7,5
0,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,0.9999999999999999,0.9999999999999998,0.9999999999999997,0.9999999999999996,0.9999999999999996,0.9999999999999993,0.9999999999999993,8,0
1,0.0,0.7748111198533472,0.9492899682582965,0.9885806647398844,0.9974284926807554,0.9994209251464904,0.999869598782217,0.9999706350957974,0.9999933873501067,0.9999985109047753,0.9999996646723135,0.9999996646723135,8,1
2,0.0,0.0,0.3604603225041983,0.5358598931935147,0.6763382265439011,0.7715205782328693,0.8393210746219393,0.886869986410417,0.920376696661084,0.9439531935522218,0.9605500340313289,0.9605500340313289,8,2
3,0.0,0.0,0.0,0.2386599599744297,0.4352335726325116,0.5945943013141164,0.7114297946103102,0.7958097388302754,0.8558331512288728,0.8983376372624301,0.9283485721079241,0.9283485721079241,8,3
4,0.0,0.0,0.0,0.0,0.12088380811586028,0.2794927901279893,0.4380844157805657,0.575391334311264,0.685952077753041,0.7710712285821976,0.8347870641687597,0.8347870641687597,8,4
5,0.0,0.0,0.0,0.0,0.0,0.07804526700411059,0.18046149046686502,0.2968724676536322,0.41075494505055854,0.5154022316760543,0.6071455453698602,0.6071455453698602,8,5
0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999997,0.9999999999999998,0.9999999999999996,0.9999999999999994,0.9999999999999996,0.9999999999999994,0.9999999999999992,0.9999999999999992,9,0
1,0.0,0.10147862926574072,0.19265934633382775,0.27458716921837806,0.3482010689378778,0.41434473101893693,0.47377622493739385,0.5271766923177904,0.5751581534662746,0.6182705217072431,0.6570079059147182,0.6570079059147182,9,1
2,0.0,0.0,0.00010033707637020156,0.000246406905922452,0.00041331125291152346,0.0005896971327077254,0.0007703878647175433,0.0009530230123002174,0.0011365262773471666,0.0013204068975899317,0.0015044411008168397,0.0015044411008168397,9,2
3,0.0,0.0,0.0,4.6209894405659134e-08,1.352488620839311e-07,2.540817291807913e-07,3.9135143373916243e-07,5.393249537097957e-07,6.932685843461063e-07,8.504519547180749e-07,1.0093587759452217e-06,1.0093587759452217e-06,9,3
4,0.0,0.0,0.0,0.0,6.814781283606062e-11,2.519299909644904e-10,5.686938092408356e-10,1.0150559155081403e-09,1.5770127384975694e-09,2.236803182254138e-09,2.9767246201230187e-09,2.9767246201230187e-09,9,4
5,0.0,0.0,0.0,0.0,0.0,1.9485492572321744e-15,7.326802125634087e-15,1.6727239641590514e-14,3.0094752970352295e-14,4.7029438827018665e-14,6.700113117402668e-14,6.700113117402668e-14,9,5
0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999997,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9999999999999999,10,0
1,0.0,0.7722812366251759,0.9481441648070408,0.9881914533360907,0.9973109723564405,0.9993876579503277,0.999860558225686,0.9999682464915903,0.9999927691303319,0.999998353395301,0.9999996250372141,0.9999996250372141,10,1
2,0.0,0.0,0.27027003395272453,0.33433618078047345,0.4826807332579987,0.5494094909052916,0.6383143441001108,0.6922650496244327,0.7488558809223957,0.7888511559162883,0.8262132884948412,0.8262132884948412,10,2
3,0.0,0.0,0.0,0.050569600294322906,0.09319598002661968,0.1504424582273063,0.2007347272562796,0.2538298084642131,0.3017507639388499,0.34868234945018595,0.39171611870879514,0.39171611870879514,10,3
4,0.0,0.0,0.0,0.0,0.024971133227822226,0.04691034161563897,0.07815932610850077,0.10737140951508005,0.1395191391009512,0.17009999717303736,0.20112736010738366,0.20112736010738366,10,4
5,0.0,0.0,0.0,0.0,0.0,0.009870111848644489,0.02078076437463753,0.037449059048113936,0.05487815883700655,0.07488601628857952,0.09516703730872975,0.09516703730872975,10,5
0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,11,0
1,0.0,0.8840875797248642,0.9865643108259603,0.9984426367497727,0.9998194822564187,0.9999790757514389,0.999997574619707,0.9999997188683003,0.9999999674133444,0.9999999962228021,0.999999999562176,0.999999999562176,11,1
2,0.0,0.0,0.7713178134647276,0.9462730404180681,0.9873889182389451,0.997039767106657,0.9993051373545863,0.9998368932005128,0.999961713544133,0.9999910129270668,0.999997890442506,0.999997890442506,11,2
3,0.0,0.0,0.0,0.14966076929247182,0.19528330132671895,0.301869839875549,0.35157477397470377,0.42936647383358795,0.47599885798118513,0.5347212993751997,0.5757618387390674,0.5757618387390674,11,3
4,0.0,0.0,0.0,0.0,0.034877275662378644,0.07163090034325587,0.1241188237784791,0.17515133241195285,0.23177275670725495,0.2853427273025363,0.33955422198560087,0.33955422198560087,11,4
5,0.0,0.0,0.0,0.0,0.0,0.0006689355860284427,0.0013787686319879835,0.00254243707057314,0.003804459229464662,0.005369959936357376,0.007048414130938778,0.007048414130938778,11,5
0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999997,0.9999999999999997,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,12,0
1,0.0,0.9942934452900692,0.9999674352333425,0.9999998141673775,0.9999999989395357,0.9999999999939482,0.9999999999999653,0.9999999999999996,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.9999999999999998,12,1
2,0.0,0.0,0.9784724517728779,0.9840587971326658,0.9995684585182208,0.9997453735447467,0.9999917200223278,0.9999959249707129,0.9999998457594892,0.9999999346593796,0.9999999971871315,0.9999999971871315,12,2
3,0.0,0.0,0.0,0.5194302259682297,0.5224039271348889,0.7704382821465319,0.771909577199045,0.8903415071941567,0.8910685279325663,0.9476176428416161,0.9479764822652212,0.9479764822652212,12,3
4,0.0,0.0,0.0,0.0,0.3379897339951044,0.33993580550726454,0.5639984979327505,0.5653250342472872,0.7128640712402907,0.7137561637341563,0.810902030115091,0.810902030115091,12,4
5,0.0,0.0,0.0,0.0,0.0,0.032256694100773385,0.032444506315076053,0.07281307865628937,0.07305344951848669,0.11441315155723507,0.11466399652079497,0.11466399652079497,12,5
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,13,0
1,0.0,0.025899722924014115,0.05112865020048753,0.07570415525083017,0.09964316152965123,0.12296215417877458,0.14567719137941856,0.16780391541035716,0.18935756341967835,0.21035297791755642,0.23080461699726462,0.23080461699726462,13,1
2,0.0,0.0,0.0019305473852084048,0.00556024232613136,0.010681694093411276,0.0171090900004525,0.024676009387444138,0.03323345796882875,0.042648100351157014,0.05280067076295772,0.06358454404793085,0.06358454404793085,13,2
3,0.0,0.0,0.0,0.0010020120011662878,0.003068044761257056,0.006124074933118522,0.010081838545697228,0.014856876133727954,0.02037083017799569,0.026551380095523852,0.033331848698008426,0.033331848698008426,13,3
4,0.0,0.0,0.0,0.0,0.000179398534164535,0.0006956546800901057,0.0016644525267325773,0.0031648740791775888,0.005246726127142614,0.007936919874206258,0.011244678731707789,0.011244678731707789,13,4
5,0.0,0.0,0.0,0.0,0.0,1.896648877865547e-05,7.411039036805672e-05,0.000181109624937631,0.00035385017753483634,0.0006045724900360626,0.0009440032243967888,0.0009440032243967888,13,5
0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,14,0
1,0.0,0.9989683525119968,0.9999989357034607,0.9999999989020215,0.9999999999988676,0.9999999999999991,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,14,1
2,0.0,0.0,0.4875891030351392,0.6130537910377672,0.7697191984603893,0.842037129556784,0.9006101998882374,0.9341299173052929,0.9576967574442485,0.9723115870481573,0.9820839933372849,0.9820839933372849,14,2
3,0.0,0.0,0.0,0.30743910511052575,0.4915307839598411,0.657376593661862,0.763199523775574,0.8405270817074805,0.891523809832457,0.926828614157676,0.9504567733687621,0.9504567733687621,14,3
4,0.0,0.0,0.0,0.0,0.20037622605574518,0.321727095967235,0.47378235459155693,0.5846443647702092,0.6830730544010705,0.757699855146523,0.8172906842619476,0.8172906842619476,14,4
5,0.0,0.0,0.0,0.0,0.0,0.011510371507820168,0.021317283383836445,0.037690874546801936,0.05257887023425335,0.07048537928380781,0.08734746420156253,0.08734746420156253,14,5
0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,0.9999999999999997,0.9999999999999996,0.9999999999999996,0.9999999999999993,0.9999999999999993,15,0
1,0.0,0.018373161558790724,0.03640875005191602,0.054112967763849266,0.07149190302348912,0.08855153229788387,0.10529772224748707,0.12173623174365203,0.13787271384905816,0.1537127177617512,0.1692616907234644,0.1692616907234644,15,1
2,0.0,0.0,5.153894210233646e-05,0.00012211665802918452,0.00019972474735910941,0.0002799262584925658,0.0003610817943242757,0.00044258561872090584,0.0005242139201933292,0.0006058840035737206,0.0006875653143885855,0.0006875653143885855,15,2
3,0.0,0.0,0.0,1.2072664889988258e-06,3.4614257573121204e-06,6.402983647913859e-06,9.749481153266672e-06,1.3321616945787704e-05,1.701547911444902e-05,2.0773696063098557e-05,2.456548958084604e-05,2.456548958084604e-05,15,3
4,0.0,0.0,0.0,0.0,1.3699819254237889e-09,4.614208240300535e-09,9.593306834245832e-09,1.593077019987768e-08,2.3239813180784656e-08,3.12070349101659e-08,3.9604985028290703e-08,3.9604985028290703e-08,15,4
5,0.0,0.0,0.0,0.0,0.0,2.816918680560201e-10,1.0763759861528412e-09,2.460290564062859e-09,4.390701754896321e-09,6.768823149970703e-09,9.485498153478789e-09,9.485498153478789e-09,15,5
0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999997,0.9999999999999996,0.9999999999999996,16,0
1,0.0,0.9957277921303673,0.9999817482399187,0.999999922024687,0.9999999996668731,0.9999999999985767,0.9999999999999938,0.9999999999999998,0.9999999999999998,0.9999999999999997,0.9999999999999997,0.9999999999999997,16,1
2,0.0,0.0,0.08571247079414318,0.12551900199726385,0.18256523785699832,0.22696630559516906,0.2732503066887393,0.3147201199172022,0.354801202850627,0.3920715826830309,0.427411872018573,0.427411872018573,16,2
3,0.0,0.0,0.0,0.008387928684031947,0.016337608738634993,0.026064959855353845,0.03553739208229284,0.04532835465082368,0.05496775285728321,0.06460225311045932,0.07412317576656155,0.07412317576656155,16,3
4,0.0,0.0,0.0,0.0,0.0014179934657472895,0.002855617915420973,0.00470119464296167,0.006583407859064737,0.008581756853137421,0.010597499885635771,0.012644911177062707,0.012644911177062707,16,4
5,0.0,0.0,0.0,0.0,0.0,2.436612432611847e-06,7.335834385756944e-06,1.53914531742018e-05,2.665704813355454e-05,4.132285506126888e-05,5.940888548723713e-05,5.940888548723713e-05,16,5
0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0,1.0,17,0
1,0.0,0.9284057709720033,0.9948742663698866,0.9996330270525491,0.9999737268547533,0.9999981189944217,0.9999998653308559,0.9999999903584667,0.999999999309722,0.9999999999505803,0.9999999999964618,0.9999999999964618,17,1
2,0.0,0.0,0.926372329783469,0.9927119047989381,0.9993296901279605,0.9999373087998713,0.9999941595651402,0.9999994554022515,0.9999999492290172,0.9999999952665655,0.9999999995587019,0.9999999995587019,17,2
3,0.0,0.0,0.0,0.9253934513949691,0.9917296639395592,0.9992543516990622,0.9999270563645041,0.9999931224783625,0.9999993412445849,0.9999999373362904,0.9999999940212665,0.9999999940212665,17,3
4,0.0,0.0,0.0,0.0,0.6715179819281866,0.7196553998877826,0.9091474218717701,0.9228410895133091,0.9750016802992931,0.9787757292242327,0.9931227733589973,0.9931227733589973,17,4
5,0.0,0.0,0.0,0.0,0.0,0.2184738220269538,0.23417112089747427,0.40275551316805247,0.4149215713814775,0.5437122061764946,0.5530237202354351,0.5530237202354351,17,5
0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,18,0
1,0.0,0.802120529982966,0.9608437153457778,0.9922517751447864,0.9984667853720773,0.9996966083020042,0.9999399650115931,0.9999881203083117,0.9999976492529049,0.9999995348354108,0.9999999079534778,0.9999999079534778,18,1
2,0.0,0.0,0.5126873192246896,0.6284300168022778,0.7886560632436338,0.8551013702236224,0.9120099058415201,0.9422365546145719,0.9639451857239363,0.9767520137443657,0.9853212615360498,0.9853212615360498,18,2
3,0.0,0.0,0.0,0.5057903782875687,0.6245081600116131,0.7850947378278311,0.8524664604553727,0.9100726615582041,0.9408048540458964,0.9629381612656693,0.9760297469301203,0.9760297469301203,18,3
4,0.0,0.0,0.0,0.0,0.23083735773029804,0.2852369641613863,0.48216076603985814,0.5433255768152891,0.6757261753542864,0.7236696062503265,0.8054037922360285,0.8054037922360285,18,4
5,0.0,0.0,0.0,0.0,0.0,0.12893309703595696,0.18129360506361847,0.316156260543304,0.3797974500039246,0.4898208690598592,0.5467994019290008,0.5467994019290008,18,5
0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000009,1.0000000000000004,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,19,0
1,0.0,0.999998872752705,0.9999999999987296,1.0,1.0000000000000002,1.0000000000000007,1.0000000000000004,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000009,19,1
2,0.0,0.0,0.8542938376578537,0.8555958265039271,0.9787716985551653,0.9791471485764082,0.9969074778690572,0.9969886787233262,0.9995495242227256,0.9995651347967435,0.9999343866946039,0.9999343866946039,19,2
3,0.0,0.0,0.0,0.025341697075540254,0.025456576608739238,0.050052731881690495,0.05026471060774733,0.07413766314004916,0.07444092817024327,0.09761234073897002,0.09800133880586782,0.09800133880586782,19,3
4,0.0,0.0,0.0,0.0,0.016958856695003903,0.01705560552354886,0.03368147429808082,0.033844257464307685,0.0501200108004105,0.05034592426156627,0.0662791727229121,0.0662791727229121,19,4
5,0.0,0.0,0.0,0.0,0.0,0.0005359170125993379,0.0005409590125725893,0.0014123501745744232,0.0014243816771046555,0.002504697911596447,0.0025243140938435455,0.0025243140938435455,19,5
0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,20,0
1,0.0,0.21407891326196135,0.38232804542050036,0.5145585862092713,0.6184813565259405,0.7001564531100448,0.7643466337768584,0.8147950503244317,0.8544435246817137,0.8856040967360939,0.9100938473884514,0.9100938473884514,20,1
2,0.0,0.0,0.16292003909591474,0.29654826923972166,0.4089000092120453,0.5033063870858145,0.5826348574675885,0.6492935324820168,0.7053059447923782,0.7523724418617314,0.7919218034231502,0.7919218034231502,20,2
3,0.0,0.0,0.0,0.00408565767305843,0.007437883574346851,0.013286798706326545,0.018246276074264225,0.024796959889266182,0.030523242698934104,0.0372983415584285,0.04338118601283688,0.04338118601283688,20,3
4,0.0,0.0,0.0,0.0,0.0001959130813638305,0.0003568058238788399,0.0006420654950403349,0.0008839356474155604,0.0012085067920521368,0.0014920763666272294,0.0018327860926075456,0.0018327860926075456,20,4
5,0.0,0.0,0.0,0.0,0.0,1.7206715136794717e-05,4.211673277661584e-05,8.301113992961265e-05,0.0001302137990534223,0.0001888564321719394,0.00025115361712746355,0.00025115361712746355,20,5
0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999997,0.9999999999999997,21,0
1,0.0,0.0008174835874454763,0.0016342988954752098,0.0024504464703966546,0.0032659268580706676,0.004080740603911874,0.004894888252889028,0.005708370349525388,0.006521187437899067,0.0073333400616434055,0.00814482876394733,0.00814482876394733,21,1
2,0.0,0.0,2.5466164635806576e-06,5.613057636966897e-06,8.785600854901432e-06,1.1979794202979766e-05,1.5178398775923264e-05,1.837789564990943e-05,2.1577566518044014e-05,2.4777264754612077e-05,2.7976960429390837e-05,2.7976960429390837e-05,21,2
3,0.0,0.0,0.0,4.766828696177412e-09,1.2993486193945133e-08,2.3230781021258427e-08,3.4564115291414073e-08,4.6481837582256546e-08,5.870862408678894e-08,7.10983683425987e-08,8.35739353914342e-08,8.35739353914342e-08,21,3
4,0.0,0.0,0.0,0.0,6.7648668558855e-13,2.4649933611789977e-12,5.5597818758629584e-12,1.0009510412269642e-11,1.5786329021665355e-11,2.282565481608264e-11,3.104749095434695e-11,3.104749095434695e-11,21,4
5,0.0,0.0,0.0,0.0,0.0,1.4396884456568452e-15,5.317041319679163e-15,1.2094949862339062e-14,2.1900133917165305e-14,3.4679929081810585e-14,5.029462837128478e-14,5.029462837128478e-14,21,5
0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000007,1.0000000000000007,22,0
1,0.0,0.0006657338494849235,0.0013310244974114966,0.001995872238834,0.002660277368610285,0.003324240181401907,0.003987760971674255,0.004650840033696681,0.005313477661542634,0.00597567414908979,0.0066374297900201745,0.0066374297900201745,22,1
2,0.0,0.0,0.00022702471277362486,0.0005308976899824877,0.0008607323995992932,0.00119928621460748,0.001540716581490617,0.00188304380615845,0.0022255971056323104,0.002568149215085647,0.0029106231536505213,0.0029106231536505213,22,2
3,0.0,0.0,0.0,9.21915554059635e-05,0.00024840498442595777,0.0004454307056641083,0.0006682569238166194,0.0009073711108238664,0.0011567574878819597,0.0014126123927963054,0.0016725308918635168,0.0016725308918635168,22,3
4,0.0,0.0,0.0,0.0,3.933670085799821e-05,0.00012851560592354102,0.0002636603088008663,0.00043615269445169334,0.0006370012549397741,0.0008584896580800765,0.001094574073731854,0.001094574073731854,22,4
5,0.0,0.0,0.0,0.0,0.0,1.975547960085588e-05,6.454251368804103e-05,0.00013661031142865997,0.00023515406323511398,0.0003581545388014255,0.0005029964673762985,0.0005029964673762985,22,5
0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,23,0
