,subject,time,state,state_max_by_time
107,17,9,2,2.0
108,18,0,0,0.0
109,18,1,0,0.0
110,18,2,0,0.0
111,18,4,0,0.0
112,18,9,0,0.0
113,18,10,0,0.0
114,19,4,0,0.0
115,19,5,1,1.0
116,19,6,0,1.0
117,19,8,0,1.0
118,19,9,1,1.0
119,19,10,0,1.0
120,20,2,0,0.0
121,20,6,0,0.0
122,20,7,0,0.0
123,20,8,0,0.0
124,20,9,0,0.0
125,20,10,0,0.0
126,21,1,0,0.0
127,21,3,0,0.0
128,21,5,0,0.0
129,21,7,0,0.0
130,21,8,0,0.0
131,21,10,0,0.0
132,22,0,0,0.0
133,22,1,0,0.0
134,22,4,0,0.0
135,22,6,0,0.0
136,22,7,0,0.0
137,22,10,0,0.0
138,23,2,0,0.0
139,23,3,1,1.0
140,23,4,0,1.0
141,23,5,1,1.0
142,23,8,0,1.0
143,23,9,1,1.0
144,24,0,0,0.0
145,24,3,0,0.0
146,24,7,0,0.0
147,24,8,0,0.0
148,24,9,0,0.0
149,24,10,0,0.0
150,25,1,0,0.0
151,25,3,0,0.0
152,25,6,0,0.0
153,25,7,0,0.0
154,25,9,0,0.0
155,25,10,0,0.0
156,26,3,0,0.0
157,26,4,0,0.0
158,26,6,0,0.0
159,26,7,0,0.0
160,26,9,0,0.0
161,26,10,0,0.0
162,27,1,0,0.0
163,27,2,0,0.0
164,27,5,0,0.0
165,27,6,0,0.0
166,27,8,0,0.0
167,27,9,0,0.0
168,28,0,0,0.0
169,28,1,1,1.0
170,28,3,0,1.0
171,28,5,2,2.0
172,28,7,2,2.0
173,28,10,2,2.0
174,29,2,1,1.0
175,29,4,1,1.0
176,29,5,0,1.0
177,29,6,1,1.0
178,29,7,1,1.0
179,29,8,0,1.0
180,30,1,1,1.0
181,30,2,1,1.0
182,30,6,1,1.0
183,30,8,1,1.0
184,30,9,1,1.0
185,30,10,1,1.0
186,31,0,0,0.0
187,31,2,0,0.0
188,31,3,1,1.0
189,31,7,1,1.0
190,31,9,1,1.0
191,31,10,0,1.0
192,32,0,0,0.0
193,32,1,0,0.0
194,32,4,0,0.0
195,32,5,0,0.0
196,32,7,0,0.0
197,32,8,0,0.0
198,33,0,0,0.0
199,33,4,0,0.0
200,33,5,0,0.0
201,33,7,0,0.0
202,33,8,0,0.0
203,33,10,0,0.0
204,34,1,1,1.0
205,34,3,0,1.0
206,34,5,0,1.0
207,34,6,1,1.0
208,34,8,1,1.0
209,34,10,1,1.0
210,35,0,0,0.0
211,35,1,0,0.0
212,35,3,0,0.0
213,35,4,0,0.0
214,35,5,0,0.0
215,35,10,0,0.0
216,36,0,0,0.0
217,36,2,1,1.0
218,36,4,1,1.0
219,36,5,1,1.0
220,36,8,1,1.0
221,36,9,1,1.0
222,37,2,0,0.0
223,37,3,0,0.0
224,37,6,0,0.0
225,37,7,0,0.0
226,37,8,0,0.0
227,37,10,1,1.0
228,38,2,0,0.0
229,38,3,0,0.0
230,38,4,1,1.0
231,38,5,1,1.0
232,38,6,0,1.0
233,38,10,0,1.0
234,39,0,0,0.0
235,39,2,0,0.0
236,39,3,0,0.0
237,39,7,0,0.0
238,39,8,0,0.0
239,39,10,0,0.0
240,40,2,0,0.0
241,40,3,0,0.0
242,40,5,0,0.0
243,40,7,1,1.0
244,40,8,0,1.0
245,40,10,0,1.0
246,41,0,0,0.0
247,41,2,0,0.0
248,41,3,0,0.0
249,41,6,0,0.0
250,41,7,0,0.0
251,41,8,0,0.0
252,42,0,0,0.0
253,42,1,0,0.0
254,42,2,0,0.0
255,42,3,0,0.0
256,42,6,0,0.0
257,42,8,0,0.0
258,43,1,0,0.0
259,43,5,0,0.0
260,43,7,0,0.0
261,43,8,0,0.0
262,43,9,0,0.0
263,43,10,0,0.0
264,44,2,0,0.0
265,44,5,0,0.0
266,44,6,0,0.0
267,44,7,0,0.0
268,44,8,0,0.0
269,44,10,0,0.0
270,45,1,0,0.0
271,45,2,0,0.0
272,45,4,0,0.0
273,45,7,0,0.0
274,45,8,0,0.0
275,45,9,0,0.0
276,46,1,0,0.0
277,46,3,0,0.0
278,46,5,1,1.0
279,46,6,2,2.0
280,46,7,1,2.0
281,46,10,0,2.0
282,47,3,0,0.0
283,47,4,0,0.0
284,47,5,0,0.0
285,47,7,0,0.0
286,47,8,0,0.0
287,47,10,0,0.0
288,48,0,0,0.0
289,48,1,0,0.0
290,48,5,0,0.0
291,48,7,0,0.0
292,48,8,0,0.0
293,48,9,0,0.0
294,49,2,1,1.0
295,49,3,1,1.0
296,49,6,0,1.0
297,49,7,1,1.0
298,49,8,0,1.0
299,49,10,0,1.0
300,50,1,0,0.0
301,50,4,0,0.0
302,50,5,0,0.0
303,50,6,0,0.0
304,50,7,0,0.0
305,50,9,0,0.0
306,51,0,0,0.0
307,51,1,0,0.0
308,51,4,0,0.0
309,51,5,0,0.0
310,51,8,1,1.0
311,51,9,2,2.0
312,52,1,0,0.0
313,52,3,0,0.0
314,52,6,0,0.0
315,52,7,0,0.0
316,52,9,0,0.0
317,52,10,0,0.0
318,53,0,0,0.0
319,53,1,0,0.0
320,53,2,0,0.0
321,53,4,0,0.0
322,53,5,0,0.0
323,53,10,0,0.0
324,54,0,0,0.0
325,54,2,0,0.0
326,54,3,0,0.0
327,54,4,0,0.0
328,54,8,0,0.0
329,54,10,0,0.0
330,55,0,0,0.0
331,55,5,0,0.0
332,55,6,0,0.0
333,55,7,0,0.0
334,55,8,0,0.0
335,55,10,0,0.0
336,56,2,0,0.0
337,56,3,0,0.0
338,56,4,0,0.0
339,56,5,0,0.0
340,56,6,0,0.0
341,56,9,0,0.0
342,57,0,0,0.0
343,57,2,0,0.0
344,57,4,0,0.0
345,57,5,1,1.0
346,57,9,0,1.0
347,57,10,1,1.0
348,58,0,0,0.0
349,58,1,0,0.0
350,58,6,0,0.0
351,58,8,0,0.0
352,58,9,0,0.0
353,58,10,0,0.0
354,59,1,0,0.0
355,59,3,0,0.0
356,59,5,0,0.0
357,59,6,1,1.0
358,59,7,0,1.0
359,59,9,0,1.0
360,60,0,0,0.0
361,60,3,0,0.0
362,60,5,0,0.0
363,60,7,0,0.0
364,60,8,0,0.0
365,60,10,0,0.0
366,61,1,0,0.0
367,61,2,0,0.0
368,61,5,0,0.0
369,61,7,0,0.0
370,61,8,0,0.0
371,61,10,0,0.0
372,62,1,0,0.0
373,62,2,0,0.0
374,62,4,1,1.0
375,62,6,2,2.0
376,62,7,1,2.0
377,62,10,0,2.0
378,63,0,0,0.0
379,63,2,0,0.0
380,63,6,0,0.0
381,63,7,0,0.0
382,63,9,0,0.0
383,63,10,0,0.0
384,64,0,0,0.0
385,64,2,0,0.0
386,64,3,1,1.0
387,64,6,0,1.0
388,64,8,0,1.0
389,64,9,0,1.0
390,65,2,0,0.0
391,65,3,0,0.0
392,65,4,0,0.0
393,65,5,0,0.0
394,65,9,0,0.0
395,65,10,0,0.0
396,66,0,0,0.0
397,66,2,0,0.0
398,66,6,0,0.0
399,66,8,0,0.0
400,66,9,0,0.0
401,66,10,0,0.0
402,67,4,0,0.0
403,67,5,0,0.0
404,67,6,0,0.0
405,67,7,0,0.0
406,67,8,0,0.0
407,67,9,0,0.0
408,68,3,0,0.0
409,68,5,1,1.0
410,68,7,0,1.0
411,68,8,0,1.0
412,68,9,0,1.0
413,68,10,1,1.0
414,69,2,0,0.0
415,69,5,0,0.0
416,69,6,0,0.0
417,69,7,0,0.0
418,69,8,0,0.0
419,69,9,0,0.0
420,70,0,0,0.0
421,70,3,0,0.0
422,70,4,1,1.0
423,70,7,2,2.0
424,70,8,1,2.0
425,70,9,0,2.0
426,71,0,0,0.0
427,71,3,0,0.0
428,71,4,0,0.0
429,71,5,0,0.0
430,71,6,0,0.0
431,71,9,0,0.0
432,72,0,0,0.0
433,72,1,0,0.0
434,72,2,0,0.0
435,72,4,0,0.0
436,72,5,0,0.0
437,72,8,0,0.0
438,73,1,0,0.0
439,73,2,0,0.0
440,73,3,0,0.0
441,73,6,0,0.0
442,73,9,0,0.0
443,73,10,0,0.0
444,74,0,0,0.0
445,74,1,0,0.0
446,74,2,0,0.0
447,74,4,0,0.0
448,74,7,0,0.0
449,74,10,0,0.0
450,75,1,0,0.0
451,75,3,0,0.0
452,75,4,0,0.0
453,75,6,0,0.0
454,75,8,0,0.0
455,75,10,0,0.0
456,76,1,0,0.0
457,76,2,0,0.0
458,76,5,0,0.0
459,76,6,0,0.0
460,76,9,0,0.0
461,76,10,0,0.0
462,77,0,0,0.0
463,77,1,0,0.0
464,77,3,0,0.0
465,77,4,0,0.0
466,77,5,0,0.0
467,77,10,0,0.0
468,78,4,1,1.0
469,78,5,1,1.0
470,78,6,1,1.0
471,78,8,0,1.0
472,78,9,1,1.0
473,78,10,2,2.0
474,79,2,0,0.0
475,79,3,0,0.0
476,79,4,0,0.0
477,79,5,0,0.0
478,79,7,0,0.0
479,79,10,0,0.0
480,80,0,0,0.0
481,80,2,0,0.0
482,80,3,0,0.0
483,80,4,0,0.0
484,80,6,0,0.0
485,80,10,0,0.0
486,81,0,0,0.0
487,81,1,1,1.0
488,81,2,0,1.0
489,81,4,0,1.0
490,81,7,0,1.0
491,81,9,0,1.0
492,82,1,1,1.0
493,82,2,0,1.0
494,82,3,1,1.0
495,82,6,2,2.0
496,82,7,1,2.0
497,82,10,2,2.0
498,83,1,0,0.0
499,83,2,0,0.0
500,83,3,0,0.0
501,83,6,0,0.0
502,83,8,0,0.0
503,83,9,0,0.0
504,84,1,0,0.0
505,84,3,0,0.0
506,84,7,0,0.0
507,84,8,0,0.0
508,84,9,0,0.0
509,84,10,0,0.0
510,85,0,0,0.0
511,85,2,0,0.0
512,85,4,0,0.0
513,85,6,0,0.0
514,85,8,0,0.0
515,85,9,1,1.0
516,86,0,0,0.0
517,86,1,1,1.0
518,86,7,0,1.0
519,86,8,1,1.0
520,86,9,1,1.0
521,86,10,0,1.0
522,87,0,0,0.0
523,87,1,0,0.0
524,87,2,0,0.0
525,87,3,0,0.0
526,87,8,0,0.0
527,87,9,0,0.0
528,88,0,0,0.0
529,88,1,0,0.0
530,88,5,0,0.0
531,88,6,0,0.0
532,88,7,0,0.0
533,88,9,0,0.0
534,89,1,0,0.0
535,89,2,0,0.0
536,89,3,0,0.0
537,89,4,0,0.0
538,89,6,1,1.0
539,89,7,0,1.0
540,90,0,0,0.0
541,90,4,0,0.0
542,90,5,0,0.0
543,90,7,0,0.0
544,90,9,0,0.0
545,90,10,0,0.0
546,91,0,0,0.0
547,91,4,0,0.0
548,91,5,0,0.0
549,91,6,0,0.0
550,91,8,0,0.0
551,91,10,0,0.0
552,92,0,0,0.0
553,92,2,0,0.0
554,92,4,0,0.0
555,92,6,0,0.0
556,92,8,0,0.0
557,92,10,0,0.0
558,93,3,1,1.0
559,93,4,2,2.0
560,93,5,1,2.0
561,93,6,2,2.0
562,93,9,2,2.0
563,93,10,1,2.0
564,94,2,0,0.0
565,94,5,0,0.0
566,94,6,0,0.0
567,94,8,0,0.0
568,94,9,0,0.0
569,94,10,0,0.0
570,95,0,0,0.0
571,95,2,0,0.0
572,95,4,1,1.0
573,95,5,0,1.0
574,95,9,1,1.0
575,95,10,1,1.0
576,96,0,0,0.0
577,96,2,1,1.0
578,96,5,1,1.0
579,96,6,1,1.0
580,96,8,1,1.0
581,96,9,1,1.0
582,97,1,0,0.0
583,97,3,0,0.0
584,97,5,0,0.0
585,97,6,0,0.0
586,97,8,0,0.0
587,97,10,0,0.0
588,98,1,0,0.0
589,98,3,0,0.0
590,98,4,0,0.0
591,98,6,0,0.0
592,98,8,0,0.0
593,98,9,0,0.0
594,99,0,0,0.0
595,99,2,1,1.0
596,99,4,0,1.0
597,99,5,1,1.0
598,99,8,0,1.0
599,99,9,0,1.0
600,100,2,0,0.0
601,100,3,1,1.0
602,100,5,1,1.0
603,100,6,0,1.0
604,100,7,1,1.0
605,100,8,0,1.0
606,101,0,0,0.0
607,101,1,0,0.0
608,101,2,0,0.0
609,101,3,0,0.0
610,101,8,0,0.0
611,101,9,0,0.0
612,102,0,0,0.0
613,102,2,0,0.0
614,102,3,0,0.0
615,102,7,0,0.0
616,102,9,0,0.0
617,102,10,0,0.0
618,103,2,0,0.0
619,103,3,0,0.0
620,103,4,0,0.0
621,103,6,0,0.0
622,103,7,0,0.0
623,103,8,0,0.0
624,104,0,0,0.0
625,104,1,0,0.0
626,104,3,0,0.0
627,104,4,0,0.0
628,104,8,0,0.0
629,104,9,0,0.0
630,105,1,0,0.0
631,105,3,0,0.0
632,105,4,0,0.0
633,105,5,0,0.0
634,105,6,0,0.0
635,105,10,0,0.0
636,106,0,0,0.0
637,106,4,2,2.0
638,106,6,1,2.0
639,106,7,2,2.0
640,106,9,2,2.0
641,106,10,1,2.0
642,107,1,1,1.0
643,107,4,1,1.0
644,107,5,1,1.0
645,107,6,1,1.0
646,107,7,0,1.0
647,107,9,1,1.0
648,108,0,0,0.0
649,108,1,0,0.0
650,108,5,0,0.0
651,108,6,0,0.0
652,108,7,1,1.0
653,108,10,0,1.0
654,109,2,0,0.0
655,109,5,0,0.0
656,109,6,0,0.0
657,109,7,0,0.0
658,109,8,0,0.0
659,109,10,0,0.0
660,110,0,0,0.0
661,110,1,0,0.0
662,110,3,0,0.0
663,110,5,0,0.0
664,110,6,0,0.0
665,110,8,0,0.0
666,111,0,0,0.0
667,111,1,0,0.0
668,111,3,1,1.0
669,111,6,0,1.0
670,111,7,0,1.0
671,111,10,0,1.0
672,112,0,0,0.0
673,112,1,0,0.0
674,112,2,0,0.0
675,112,5,0,0.0
676,112,7,0,0.0
677,112,10,0,0.0
678,113,1,0,0.0
679,113,2,0,0.0
680,113,4,0,0.0
681,113,5,0,0.0
682,113,6,0,0.0
683,113,10,0,0.0
684,114,0,0,0.0
685,114,1,0,0.0
686,114,5,1,1.0
687,114,7,1,1.0
688,114,8,2,2.0
689,114,10,2,2.0
690,115,1,1,1.0
691,115,3,1,1.0
692,115,4,2,2.0
693,115,7,1,2.0
694,115,9,1,2.0
695,115,10,2,2.0
696,116,0,0,0.0
697,116,3,0,0.0
698,116,5,0,0.0
699,116,6,0,0.0
700,116,9,0,0.0
701,116,10,0,0.0
702,117,0,0,0.0
703,117,1,0,0.0
704,117,2,0,0.0
705,117,5,0,0.0
706,117,7,0,0.0
707,117,8,0,0.0
708,118,1,0,0.0
709,118,2,0,0.0
710,118,4,0,0.0
711,118,6,0,0.0
712,118,7,0,0.0
713,118,9,0,0.0
714,119,0,0,0.0
715,119,2,2,2.0
716,119,4,2,2.0
717,119,6,0,2.0
718,119,9,1,2.0
719,119,10,0,2.0
720,120,3,0,0.0
721,120,4,0,0.0
722,120,5,0,0.0
723,120,6,0,0.0
724,120,8,0,0.0
725,120,9,0,0.0
726,121,0,0,0.0
727,121,3,0,0.0
728,121,4,0,0.0
729,121,6,0,0.0
730,121,7,0,0.0
731,121,10,0,0.0
732,122,0,0,0.0
733,122,1,0,0.0
734,122,5,0,0.0
735,122,6,0,0.0
736,122,8,0,0.0
737,122,10,0,0.0
738,123,0,0,0.0
739,123,2,0,0.0
740,123,5,0,0.0
741,123,7,0,0.0
742,123,8,0,0.0
743,123,9,0,0.0
744,124,0,0,0.0
745,124,2,0,0.0
746,124,3,0,0.0
747,124,4,0,0.0
748,124,6,0,0.0
749,124,8,0,0.0
750,125,0,0,0.0
751,125,2,0,0.0
752,125,3,1,1.0
753,125,7,1,1.0
754,125,8,0,1.0
755,125,10,1,1.0
756,126,1,0,0.0
757,126,2,0,0.0
758,126,3,0,0.0
759,126,4,0,0.0
760,126,9,0,0.0
761,126,10,0,0.0
762,127,0,0,0.0
763,127,1,1,1.0
764,127,3,1,1.0
765,127,5,1,1.0
766,127,6,0,1.0
767,127,7,1,1.0
768,128,0,0,0.0
769,128,1,0,0.0
770,128,4,0,0.0
771,128,5,0,0.0
772,128,9,0,0.0
773,128,10,0,0.0
774,129,2,0,0.0
775,129,4,0,0.0
776,129,5,0,0.0
777,129,6,0,0.0
778,129,7,0,0.0
779,129,9,0,0.0
780,130,1,0,0.0
781,130,2,0,0.0
782,130,5,1,1.0
783,130,7,0,1.0
784,130,9,0,1.0
785,130,10,0,1.0
786,131,1,0,0.0
787,131,2,0,0.0
788,131,3,0,0.0
789,131,5,0,0.0
790,131,7,0,0.0
791,131,8,0,0.0
792,132,1,0,0.0
793,132,3,0,0.0
794,132,5,0,0.0
795,132,6,0,0.0
796,132,7,0,0.0
797,132,10,0,0.0
798,133,0,0,0.0
799,133,1,0,0.0
800,133,2,0,0.0
801,133,6,0,0.0
802,133,8,1,1.0
803,133,10,1,1.0
804,134,1,0,0.0
805,134,2,0,0.0
806,134,3,0,0.0
807,134,7,0,0.0
808,134,8,0,0.0
809,134,10,0,0.0
810,135,0,0,0.0
811,135,2,0,0.0
812,135,3,0,0.0
813,135,4,0,0.0
814,135,5,0,0.0
815,135,10,0,0.0
816,136,0,0,0.0
817,136,2,0,0.0
818,136,4,0,0.0
819,136,5,0,0.0
820,136,7,0,0.0
821,136,9,0,0.0
822,137,0,0,0.0
823,137,2,0,0.0
824,137,5,1,1.0
825,137,6,1,1.0
826,137,7,2,2.0
827,137,9,2,2.0
828,138,2,0,0.0
829,138,3,0,0.0
830,138,4,1,1.0
831,138,5,1,1.0
832,138,6,1,1.0
833,138,9,1,1.0
834,139,0,0,0.0
835,139,1,1,1.0
836,139,4,0,1.0
837,139,6,0,1.0
838,139,7,1,1.0
839,139,9,1,1.0
840,140,2,1,1.0
841,140,3,1,1.0
842,140,4,2,2.0
843,140,6,1,2.0
844,140,8,1,2.0
845,140,9,1,2.0
846,141,0,0,0.0
847,141,5,0,0.0
848,141,6,0,0.0
849,141,8,0,0.0
850,141,9,0,0.0
851,141,10,0,0.0
852,142,1,0,0.0
853,142,2,0,0.0
854,142,4,0,0.0
855,142,7,0,0.0
856,142,9,0,0.0
857,142,10,0,0.0
858,143,0,0,0.0
859,143,5,0,0.0
860,143,6,1,1.0
861,143,7,0,1.0
862,143,8,1,1.0
863,143,9,0,1.0
864,144,0,0,0.0
865,144,1,0,0.0
866,144,2,0,0.0
867,144,6,0,0.0
868,144,7,0,0.0
869,144,9,0,0.0
870,145,0,0,0.0
871,145,1,0,0.0
872,145,5,0,0.0
873,145,7,0,0.0
874,145,8,0,0.0
875,145,10,0,0.0
876,146,2,0,0.0
877,146,4,0,0.0
878,146,5,0,0.0
879,146,7,0,0.0
880,146,8,0,0.0
881,146,9,0,0.0
882,147,1,0,0.0
883,147,2,0,0.0
884,147,4,0,0.0
885,147,6,0,0.0
886,147,7,0,0.0
887,147,10,0,0.0
888,148,0,0,0.0
889,148,3,0,0.0
890,148,4,0,0.0
891,148,5,0,0.0
892,148,9,0,0.0
893,148,10,0,0.0
894,149,0,0,0.0
895,149,2,0,0.0
896,149,5,0,0.0
897,149,6,0,0.0
898,149,8,0,0.0
899,149,9,0,0.0
900,150,0,0,0.0
901,150,2,0,0.0
902,150,5,0,0.0
903,150,8,0,0.0
904,150,9,0,0.0
905,150,10,0,0.0
906,151,0,0,0.0
907,151,2,1,1.0
908,151,3,0,1.0
909,151,7,1,1.0
910,151,8,0,1.0
911,151,9,1,1.0
912,152,0,0,0.0
913,152,1,1,1.0
914,152,2,0,1.0
915,152,5,1,1.0
916,152,8,0,1.0
917,152,10,2,2.0
918,153,1,1,1.0
919,153,3,1,1.0
920,153,4,2,2.0
921,153,6,2,2.0
922,153,8,2,2.0
923,153,9,1,2.0
924,154,1,0,0.0
925,154,3,0,0.0
926,154,4,0,0.0
927,154,5,0,0.0
928,154,6,0,0.0
929,154,9,0,0.0
930,155,3,1,1.0
931,155,4,1,1.0
932,155,6,0,1.0
933,155,7,1,1.0
934,155,8,1,1.0
935,155,10,1,1.0
936,156,0,0,0.0
937,156,2,0,0.0
938,156,5,0,0.0
939,156,6,0,0.0
940,156,8,0,0.0
941,156,10,0,0.0
942,157,0,0,0.0
943,157,1,1,1.0
944,157,4,1,1.0
945,157,5,0,1.0
946,157,6,1,1.0
947,157,7,0,1.0
948,158,0,0,0.0
949,158,1,1,1.0
950,158,2,0,1.0
951,158,5,1,1.0
952,158,8,0,1.0
953,158,9,1,1.0
954,159,0,0,0.0
955,159,3,0,0.0
956,159,5,0,0.0
957,159,6,0,0.0
958,159,8,0,0.0
959,159,9,0,0.0
960,160,0,0,0.0
961,160,4,0,0.0
962,160,5,0,0.0
963,160,7,0,0.0
964,160,8,0,0.0
965,160,10,0,0.0
966,161,0,0,0.0
967,161,2,0,0.0
968,161,5,0,0.0
969,161,6,0,0.0
970,161,7,0,0.0
971,161,10,0,0.0
972,162,1,0,0.0
973,162,4,1,1.0
974,162,5,1,1.0
975,162,6,0,1.0
976,162,7,0,1.0
977,162,8,1,1.0
978,163,0,0,0.0
979,163,3,0,0.0
980,163,5,0,0.0
981,163,6,0,0.0
982,163,8,0,0.0
983,163,10,0,0.0
984,164,0,0,0.0
985,164,2,1,1.0
986,164,3,0,1.0
987,164,6,1,1.0
988,164,7,1,1.0
989,164,9,0,1.0
990,165,1,0,0.0
991,165,3,0,0.0
992,165,5,0,0.0
993,165,8,0,0.0
994,165,9,0,0.0
995,165,10,0,0.0
996,166,0,0,0.0
997,166,3,0,0.0
998,166,5,0,0.0
999,166,6,0,0.0
1000,166,7,0,0.0
1001,166,8,0,0.0
1002,167,0,0,0.0
1003,167,4,0,0.0
1004,167,5,0,0.0
1005,167,6,0,0.0
1006,167,7,0,0.0
1007,167,8,0,0.0
1008,168,0,0,0.0
1009,168,4,0,0.0
1010,168,6,0,0.0
1011,168,8,0,0.0
1012,168,9,0,0.0
1013,168,10,0,0.0
1014,169,0,0,0.0
1015,169,1,1,1.0
1016,169,3,0,1.0
1017,169,5,0,1.0
1018,169,7,0,1.0
1019,169,9,1,1.0
1020,170,0,0,0.0
1021,170,2,0,0.0
1022,170,4,0,0.0
1023,170,6,0,0.0
1024,170,9,0,0.0
1025,170,10,1,1.0
1026,171,0,0,0.0
1027,171,1,1,1.0
1028,171,4,0,1.0
1029,171,6,1,1.0
1030,171,8,1,1.0
1031,171,9,0,1.0
1032,172,0,0,0.0
1033,172,5,1,1.0
1034,172,6,0,1.0
1035,172,8,1,1.0
1036,172,9,0,1.0
1037,172,10,1,1.0
1038,173,1,0,0.0
1039,173,2,0,0.0
1040,173,4,0,0.0
1041,173,5,0,0.0
1042,173,7,0,0.0
1043,173,9,0,0.0
1044,174,0,0,0.0
1045,174,1,1,1.0
1046,174,4,0,1.0
1047,174,7,1,1.0
1048,174,8,0,1.0
1049,174,9,1,1.0
1050,175,0,0,0.0
1051,175,2,0,0.0
1052,175,3,0,0.0
1053,175,5,0,0.0
1054,175,7,0,0.0
1055,175,9,0,0.0
1056,176,0,0,0.0
1057,176,2,0,0.0
1058,176,4,0,0.0
1059,176,7,0,0.0
1060,176,9,0,0.0
1061,176,10,0,0.0
1062,177,0,0,0.0
1063,177,4,1,1.0
1064,177,5,0,1.0
1065,177,8,1,1.0
1066,177,9,2,2.0
1067,177,10,1,2.0
1068,178,1,1,1.0
1069,178,2,0,1.0
1070,178,4,1,1.0
1071,178,6,0,1.0
1072,178,8,0,1.0
1073,178,9,1,1.0
1074,179,1,1,1.0
1075,179,2,1,1.0
1076,179,4,1,1.0
1077,179,5,0,1.0
1078,179,7,1,1.0
1079,179,10,1,1.0
1080,180,0,0,0.0
1081,180,2,0,0.0
1082,180,3,1,1.0
1083,180,5,1,1.0
1084,180,6,1,1.0
1085,180,10,1,1.0
1086,181,0,0,0.0
1087,181,1,0,0.0
1088,181,4,0,0.0
1089,181,5,0,0.0
1090,181,9,0,0.0
1091,181,10,0,0.0
1092,182,1,0,0.0
1093,182,4,0,0.0
1094,182,5,0,0.0
1095,182,6,1,1.0
1096,182,8,1,1.0
1097,182,10,0,1.0
1098,183,0,0,0.0
1099,183,1,0,0.0
1100,183,3,1,1.0
1101,183,5,0,1.0
1102,183,6,0,1.0
1103,183,7,0,1.0
1104,184,1,0,0.0
1105,184,2,0,0.0
1106,184,4,1,1.0
1107,184,5,2,2.0
1108,184,7,2,2.0
1109,184,8,1,2.0
1110,185,3,0,0.0
1111,185,4,1,1.0
1112,185,5,1,1.0
1113,185,6,1,1.0
1114,185,9,0,1.0
1115,185,10,1,1.0
1116,186,0,0,0.0
1117,186,1,1,1.0
1118,186,3,1,1.0
1119,186,6,0,1.0
1120,186,7,1,1.0
1121,186,9,1,1.0
1122,187,0,0,0.0
1123,187,1,0,0.0
1124,187,3,0,0.0
1125,187,4,0,0.0
1126,187,6,1,1.0
1127,187,8,0,1.0
1128,188,0,0,0.0
1129,188,3,0,0.0
1130,188,5,0,0.0
1131,188,7,0,0.0
1132,188,9,0,0.0
1133,188,10,0,0.0
1134,189,2,0,0.0
1135,189,3,0,0.0
1136,189,4,0,0.0
1137,189,6,0,0.0
1138,189,7,0,0.0
1139,189,10,0,0.0
1140,190,1,0,0.0
1141,190,3,0,0.0
1142,190,4,0,0.0
1143,190,6,0,0.0
1144,190,9,0,0.0
1145,190,10,0,0.0
1146,191,0,0,0.0
1147,191,1,0,0.0
1148,191,2,0,0.0
1149,191,4,0,0.0
1150,191,5,0,0.0
